task_id	pair_id	A_local	B_global	seed	lambda_global	n_samples_requested	experiment_id	out_sdf	A_complex	B_ligand	fixed_json	fixed_atoms
36	x0434_x2193	x0434	x2193	1101	20.0	10	exp06_x0434_x2193_seed_1101_lambda_20.0	artifacts/phase0_exp06_full_lambda_grid/x0434_x2193/seed_1101/lambda_20.0/exp06_x0434_x2193_seed_1101_lambda_20.0_n10.sdf	data/mpro/prepared/silvr_xchem_hits/x0434__5R83_Mpro-x0434_AAR-POS-d2a4d1df-11/5R83_Mpro-x0434_AAR-POS-d2a4d1df-11_complex.pdb	data/mpro/prepared/silvr_xchem_hits/x2193__5RHD_Mpro-x2193_AAR-POS-5507155c-1/5RHD_Mpro-x2193_AAR-POS-5507155c-1_ligand.sdf	artifacts/fixed_atom_screen/x0434_blind/x0434_fixed_anchor_EVALUATOR_V2.json	C4 C5 C6 N C1 C2 C3
37	x0434_x2193	x0434	x2193	1101	50.0	10	exp06_x0434_x2193_seed_1101_lambda_50.0	artifacts/phase0_exp06_full_lambda_grid/x0434_x2193/seed_1101/lambda_50.0/exp06_x0434_x2193_seed_1101_lambda_50.0_n10.sdf	data/mpro/prepared/silvr_xchem_hits/x0434__5R83_Mpro-x0434_AAR-POS-d2a4d1df-11/5R83_Mpro-x0434_AAR-POS-d2a4d1df-11_complex.pdb	data/mpro/prepared/silvr_xchem_hits/x2193__5RHD_Mpro-x2193_AAR-POS-5507155c-1/5RHD_Mpro-x2193_AAR-POS-5507155c-1_ligand.sdf	artifacts/fixed_atom_screen/x0434_blind/x0434_fixed_anchor_EVALUATOR_V2.json	C4 C5 C6 N C1 C2 C3
38	x0434_x2193	x0434	x2193	1101	100.0	10	exp06_x0434_x2193_seed_1101_lambda_100.0	artifacts/phase0_exp06_full_lambda_grid/x0434_x2193/seed_1101/lambda_100.0/exp06_x0434_x2193_seed_1101_lambda_100.0_n10.sdf	data/mpro/prepared/silvr_xchem_hits/x0434__5R83_Mpro-x0434_AAR-POS-d2a4d1df-11/5R83_Mpro-x0434_AAR-POS-d2a4d1df-11_complex.pdb	data/mpro/prepared/silvr_xchem_hits/x2193__5RHD_Mpro-x2193_AAR-POS-5507155c-1/5RHD_Mpro-x2193_AAR-POS-5507155c-1_ligand.sdf	artifacts/fixed_atom_screen/x0434_blind/x0434_fixed_anchor_EVALUATOR_V2.json	C4 C5 C6 N C1 C2 C3
39	x0434_x2193	x0434	x2193	1101	200.0	10	exp06_x0434_x2193_seed_1101_lambda_200.0	artifacts/phase0_exp06_full_lambda_grid/x0434_x2193/seed_1101/lambda_200.0/exp06_x0434_x2193_seed_1101_lambda_200.0_n10.sdf	data/mpro/prepared/silvr_xchem_hits/x0434__5R83_Mpro-x0434_AAR-POS-d2a4d1df-11/5R83_Mpro-x0434_AAR-POS-d2a4d1df-11_complex.pdb	data/mpro/prepared/silvr_xchem_hits/x2193__5RHD_Mpro-x2193_AAR-POS-5507155c-1/5RHD_Mpro-x2193_AAR-POS-5507155c-1_ligand.sdf	artifacts/fixed_atom_screen/x0434_blind/x0434_fixed_anchor_EVALUATOR_V2.json	C4 C5 C6 N C1 C2 C3
40	x0434_x2193	x0434	x2193	2202	0.0	10	exp06_x0434_x2193_seed_2202_lambda_0.0	artifacts/phase0_exp06_full_lambda_grid/x0434_x2193/seed_2202/lambda_0.0/exp06_x0434_x2193_seed_2202_lambda_0.0_n10.sdf	data/mpro/prepared/silvr_xchem_hits/x0434__5R83_Mpro-x0434_AAR-POS-d2a4d1df-11/5R83_Mpro-x0434_AAR-POS-d2a4d1df-11_complex.pdb	data/mpro/prepared/silvr_xchem_hits/x2193__5RHD_Mpro-x2193_AAR-POS-5507155c-1/5RHD_Mpro-x2193_AAR-POS-5507155c-1_ligand.sdf	artifacts/fixed_atom_screen/x0434_blind/x0434_fixed_anchor_EVALUATOR_V2.json	C4 C5 C6 N C1 C2 C3
41	x0434_x2193	x0434	x2193	2202	20.0	10	exp06_x0434_x2193_seed_2202_lambda_20.0	artifacts/phase0_exp06_full_lambda_grid/x0434_x2193/seed_2202/lambda_20.0/exp06_x0434_x2193_seed_2202_lambda_20.0_n10.sdf	data/mpro/prepared/silvr_xchem_hits/x0434__5R83_Mpro-x0434_AAR-POS-d2a4d1df-11/5R83_Mpro-x0434_AAR-POS-d2a4d1df-11_complex.pdb	data/mpro/prepared/silvr_xchem_hits/x2193__5RHD_Mpro-x2193_AAR-POS-5507155c-1/5RHD_Mpro-x2193_AAR-POS-5507155c-1_ligand.sdf	artifacts/fixed_atom_screen/x0434_blind/x0434_fixed_anchor_EVALUATOR_V2.json	C4 C5 C6 N C1 C2 C3
42	x0434_x2193	x0434	x2193	2202	50.0	10	exp06_x0434_x2193_seed_2202_lambda_50.0	artifacts/phase0_exp06_full_lambda_grid/x0434_x2193/seed_2202/lambda_50.0/exp06_x0434_x2193_seed_2202_lambda_50.0_n10.sdf	data/mpro/prepared/silvr_xchem_hits/x0434__5R83_Mpro-x0434_AAR-POS-d2a4d1df-11/5R83_Mpro-x0434_AAR-POS-d2a4d1df-11_complex.pdb	data/mpro/prepared/silvr_xchem_hits/x2193__5RHD_Mpro-x2193_AAR-POS-5507155c-1/5RHD_Mpro-x2193_AAR-POS-5507155c-1_ligand.sdf	artifacts/fixed_atom_screen/x0434_blind/x0434_fixed_anchor_EVALUATOR_V2.json	C4 C5 C6 N C1 C2 C3
43	x0434_x2193	x0434	x2193	2202	100.0	10	exp06_x0434_x2193_seed_2202_lambda_100.0	artifacts/phase0_exp06_full_lambda_grid/x0434_x2193/seed_2202/lambda_100.0/exp06_x0434_x2193_seed_2202_lambda_100.0_n10.sdf	data/mpro/prepared/silvr_xchem_hits/x0434__5R83_Mpro-x0434_AAR-POS-d2a4d1df-11/5R83_Mpro-x0434_AAR-POS-d2a4d1df-11_complex.pdb	data/mpro/prepared/silvr_xchem_hits/x2193__5RHD_Mpro-x2193_AAR-POS-5507155c-1/5RHD_Mpro-x2193_AAR-POS-5507155c-1_ligand.sdf	artifacts/fixed_atom_screen/x0434_blind/x0434_fixed_anchor_EVALUATOR_V2.json	C4 C5 C6 N C1 C2 C3
44	x0434_x2193	x0434	x2193	2202	200.0	10	exp06_x0434_x2193_seed_2202_lambda_200.0	artifacts/phase0_exp06_full_lambda_grid/x0434_x2193/seed_2202/lambda_200.0/exp06_x0434_x2193_seed_2202_lambda_200.0_n10.sdf	data/mpro/prepared/silvr_xchem_hits/x0434__5R83_Mpro-x0434_AAR-POS-d2a4d1df-11/5R83_Mpro-x0434_AAR-POS-d2a4d1df-11_complex.pdb	data/mpro/prepared/silvr_xchem_hits/x2193__5RHD_Mpro-x2193_AAR-POS-5507155c-1/5RHD_Mpro-x2193_AAR-POS-5507155c-1_ligand.sdf	artifacts/fixed_atom_screen/x0434_blind/x0434_fixed_anchor_EVALUATOR_V2.json	C4 C5 C6 N C1 C2 C3
45	x0434_x2193	x0434	x2193	3303	0.0	10	exp06_x0434_x2193_seed_3303_lambda_0.0	artifacts/phase0_exp06_full_lambda_grid/x0434_x2193/seed_3303/lambda_0.0/exp06_x0434_x2193_seed_3303_lambda_0.0_n10.sdf	data/mpro/prepared/silvr_xchem_hits/x0434__5R83_Mpro-x0434_AAR-POS-d2a4d1df-11/5R83_Mpro-x0434_AAR-POS-d2a4d1df-11_complex.pdb	data/mpro/prepared/silvr_xchem_hits/x2193__5RHD_Mpro-x2193_AAR-POS-5507155c-1/5RHD_Mpro-x2193_AAR-POS-5507155c-1_ligand.sdf	artifacts/fixed_atom_screen/x0434_blind/x0434_fixed_anchor_EVALUATOR_V2.json	C4 C5 C6 N C1 C2 C3
46	x0434_x2193	x0434	x2193	3303	20.0	10	exp06_x0434_x2193_seed_3303_lambda_20.0	artifacts/phase0_exp06_full_lambda_grid/x0434_x2193/seed_3303/lambda_20.0/exp06_x0434_x2193_seed_3303_lambda_20.0_n10.sdf	data/mpro/prepared/silvr_xchem_hits/x0434__5R83_Mpro-x0434_AAR-POS-d2a4d1df-11/5R83_Mpro-x0434_AAR-POS-d2a4d1df-11_complex.pdb	data/mpro/prepared/silvr_xchem_hits/x2193__5RHD_Mpro-x2193_AAR-POS-5507155c-1/5RHD_Mpro-x2193_AAR-POS-5507155c-1_ligand.sdf	artifacts/fixed_atom_screen/x0434_blind/x0434_fixed_anchor_EVALUATOR_V2.json	C4 C5 C6 N C1 C2 C3
47	x0434_x2193	x0434	x2193	3303	50.0	10	exp06_x0434_x2193_seed_3303_lambda_50.0	artifacts/phase0_exp06_full_lambda_grid/x0434_x2193/seed_3303/lambda_50.0/exp06_x0434_x2193_seed_3303_lambda_50.0_n10.sdf	data/mpro/prepared/silvr_xchem_hits/x0434__5R83_Mpro-x0434_AAR-POS-d2a4d1df-11/5R83_Mpro-x0434_AAR-POS-d2a4d1df-11_complex.pdb	data/mpro/prepared/silvr_xchem_hits/x2193__5RHD_Mpro-x2193_AAR-POS-5507155c-1/5RHD_Mpro-x2193_AAR-POS-5507155c-1_ligand.sdf	artifacts/fixed_atom_screen/x0434_blind/x0434_fixed_anchor_EVALUATOR_V2.json	C4 C5 C6 N C1 C2 C3
48	x0434_x2193	x0434	x2193	3303	100.0	10	exp06_x0434_x2193_seed_3303_lambda_100.0	artifacts/phase0_exp06_full_lambda_grid/x0434_x2193/seed_3303/lambda_100.0/exp06_x0434_x2193_seed_3303_lambda_100.0_n10.sdf	data/mpro/prepared/silvr_xchem_hits/x0434__5R83_Mpro-x0434_AAR-POS-d2a4d1df-11/5R83_Mpro-x0434_AAR-POS-d2a4d1df-11_complex.pdb	data/mpro/prepared/silvr_xchem_hits/x2193__5RHD_Mpro-x2193_AAR-POS-5507155c-1/5RHD_Mpro-x2193_AAR-POS-5507155c-1_ligand.sdf	artifacts/fixed_atom_screen/x0434_blind/x0434_fixed_anchor_EVALUATOR_V2.json	C4 C5 C6 N C1 C2 C3
49	x0434_x2193	x0434	x2193	3303	200.0	10	exp06_x0434_x2193_seed_3303_lambda_200.0	artifacts/phase0_exp06_full_lambda_grid/x0434_x2193/seed_3303/lambda_200.0/exp06_x0434_x2193_seed_3303_lambda_200.0_n10.sdf	data/mpro/prepared/silvr_xchem_hits/x0434__5R83_Mpro-x0434_AAR-POS-d2a4d1df-11/5R83_Mpro-x0434_AAR-POS-d2a4d1df-11_complex.pdb	data/mpro/prepared/silvr_xchem_hits/x2193__5RHD_Mpro-x2193_AAR-POS-5507155c-1/5RHD_Mpro-x2193_AAR-POS-5507155c-1_ligand.sdf	artifacts/fixed_atom_screen/x0434_blind/x0434_fixed_anchor_EVALUATOR_V2.json	C4 C5 C6 N C1 C2 C3
50	x0434_x2193	x0434	x2193	4404	0.0	10	exp06_x0434_x2193_seed_4404_lambda_0.0	artifacts/phase0_exp06_full_lambda_grid/x0434_x2193/seed_4404/lambda_0.0/exp06_x0434_x2193_seed_4404_lambda_0.0_n10.sdf	data/mpro/prepared/silvr_xchem_hits/x0434__5R83_Mpro-x0434_AAR-POS-d2a4d1df-11/5R83_Mpro-x0434_AAR-POS-d2a4d1df-11_complex.pdb	data/mpro/prepared/silvr_xchem_hits/x2193__5RHD_Mpro-x2193_AAR-POS-5507155c-1/5RHD_Mpro-x2193_AAR-POS-5507155c-1_ligand.sdf	artifacts/fixed_atom_screen/x0434_blind/x0434_fixed_anchor_EVALUATOR_V2.json	C4 C5 C6 N C1 C2 C3
51	x0434_x2193	x0434	x2193	4404	20.0	10	exp06_x0434_x2193_seed_4404_lambda_20.0	artifacts/phase0_exp06_full_lambda_grid/x0434_x2193/seed_4404/lambda_20.0/exp06_x0434_x2193_seed_4404_lambda_20.0_n10.sdf	data/mpro/prepared/silvr_xchem_hits/x0434__5R83_Mpro-x0434_AAR-POS-d2a4d1df-11/5R83_Mpro-x0434_AAR-POS-d2a4d1df-11_complex.pdb	data/mpro/prepared/silvr_xchem_hits/x2193__5RHD_Mpro-x2193_AAR-POS-5507155c-1/5RHD_Mpro-x2193_AAR-POS-5507155c-1_ligand.sdf	artifacts/fixed_atom_screen/x0434_blind/x0434_fixed_anchor_EVALUATOR_V2.json	C4 C5 C6 N C1 C2 C3
52	x0434_x2193	x0434	x2193	4404	50.0	10	exp06_x0434_x2193_seed_4404_lambda_50.0	artifacts/phase0_exp06_full_lambda_grid/x0434_x2193/seed_4404/lambda_50.0/exp06_x0434_x2193_seed_4404_lambda_50.0_n10.sdf	data/mpro/prepared/silvr_xchem_hits/x0434__5R83_Mpro-x0434_AAR-POS-d2a4d1df-11/5R83_Mpro-x0434_AAR-POS-d2a4d1df-11_complex.pdb	data/mpro/prepared/silvr_xchem_hits/x2193__5RHD_Mpro-x2193_AAR-POS-5507155c-1/5RHD_Mpro-x2193_AAR-POS-5507155c-1_ligand.sdf	artifacts/fixed_atom_screen/x0434_blind/x0434_fixed_anchor_EVALUATOR_V2.json	C4 C5 C6 N C1 C2 C3
53	x0434_x2193	x0434	x2193	4404	100.0	10	exp06_x0434_x2193_seed_4404_lambda_100.0	artifacts/phase0_exp06_full_lambda_grid/x0434_x2193/seed_4404/lambda_100.0/exp06_x0434_x2193_seed_4404_lambda_100.0_n10.sdf	data/mpro/prepared/silvr_xchem_hits/x0434__5R83_Mpro-x0434_AAR-POS-d2a4d1df-11/5R83_Mpro-x0434_AAR-POS-d2a4d1df-11_complex.pdb	data/mpro/prepared/silvr_xchem_hits/x2193__5RHD_Mpro-x2193_AAR-POS-5507155c-1/5RHD_Mpro-x2193_AAR-POS-5507155c-1_ligand.sdf	artifacts/fixed_atom_screen/x0434_blind/x0434_fixed_anchor_EVALUATOR_V2.json	C4 C5 C6 N C1 C2 C3
54	x0434_x2193	x0434	x2193	4404	200.0	10	exp06_x0434_x2193_seed_4404_lambda_200.0	artifacts/phase0_exp06_full_lambda_grid/x0434_x2193/seed_4404/lambda_200.0/exp06_x0434_x2193_seed_4404_lambda_200.0_n10.sdf	data/mpro/prepared/silvr_xchem_hits/x0434__5R83_Mpro-x0434_AAR-POS-d2a4d1df-11/5R83_Mpro-x0434_AAR-POS-d2a4d1df-11_complex.pdb	data/mpro/prepared/silvr_xchem_hits/x2193__5RHD_Mpro-x2193_AAR-POS-5507155c-1/5RHD_Mpro-x2193_AAR-POS-5507155c-1_ligand.sdf	artifacts/fixed_atom_screen/x0434_blind/x0434_fixed_anchor_EVALUATOR_V2.json	C4 C5 C6 N C1 C2 C3
55	x0434_x2193	x0434	x2193	5505	0.0	10	exp06_x0434_x2193_seed_5505_lambda_0.0	artifacts/phase0_exp06_full_lambda_grid/x0434_x2193/seed_5505/lambda_0.0/exp06_x0434_x2193_seed_5505_lambda_0.0_n10.sdf	data/mpro/prepared/silvr_xchem_hits/x0434__5R83_Mpro-x0434_AAR-POS-d2a4d1df-11/5R83_Mpro-x0434_AAR-POS-d2a4d1df-11_complex.pdb	data/mpro/prepared/silvr_xchem_hits/x2193__5RHD_Mpro-x2193_AAR-POS-5507155c-1/5RHD_Mpro-x2193_AAR-POS-5507155c-1_ligand.sdf	artifacts/fixed_atom_screen/x0434_blind/x0434_fixed_anchor_EVALUATOR_V2.json	C4 C5 C6 N C1 C2 C3
56	x0434_x2193	x0434	x2193	5505	20.0	10	exp06_x0434_x2193_seed_5505_lambda_20.0	artifacts/phase0_exp06_full_lambda_grid/x0434_x2193/seed_5505/lambda_20.0/exp06_x0434_x2193_seed_5505_lambda_20.0_n10.sdf	data/mpro/prepared/silvr_xchem_hits/x0434__5R83_Mpro-x0434_AAR-POS-d2a4d1df-11/5R83_Mpro-x0434_AAR-POS-d2a4d1df-11_complex.pdb	data/mpro/prepared/silvr_xchem_hits/x2193__5RHD_Mpro-x2193_AAR-POS-5507155c-1/5RHD_Mpro-x2193_AAR-POS-5507155c-1_ligand.sdf	artifacts/fixed_atom_screen/x0434_blind/x0434_fixed_anchor_EVALUATOR_V2.json	C4 C5 C6 N C1 C2 C3
57	x0434_x2193	x0434	x2193	5505	50.0	10	exp06_x0434_x2193_seed_5505_lambda_50.0	artifacts/phase0_exp06_full_lambda_grid/x0434_x2193/seed_5505/lambda_50.0/exp06_x0434_x2193_seed_5505_lambda_50.0_n10.sdf	data/mpro/prepared/silvr_xchem_hits/x0434__5R83_Mpro-x0434_AAR-POS-d2a4d1df-11/5R83_Mpro-x0434_AAR-POS-d2a4d1df-11_complex.pdb	data/mpro/prepared/silvr_xchem_hits/x2193__5RHD_Mpro-x2193_AAR-POS-5507155c-1/5RHD_Mpro-x2193_AAR-POS-5507155c-1_ligand.sdf	artifacts/fixed_atom_screen/x0434_blind/x0434_fixed_anchor_EVALUATOR_V2.json	C4 C5 C6 N C1 C2 C3
58	x0434_x2193	x0434	x2193	5505	100.0	10	exp06_x0434_x2193_seed_5505_lambda_100.0	artifacts/phase0_exp06_full_lambda_grid/x0434_x2193/seed_5505/lambda_100.0/exp06_x0434_x2193_seed_5505_lambda_100.0_n10.sdf	data/mpro/prepared/silvr_xchem_hits/x0434__5R83_Mpro-x0434_AAR-POS-d2a4d1df-11/5R83_Mpro-x0434_AAR-POS-d2a4d1df-11_complex.pdb	data/mpro/prepared/silvr_xchem_hits/x2193__5RHD_Mpro-x2193_AAR-POS-5507155c-1/5RHD_Mpro-x2193_AAR-POS-5507155c-1_ligand.sdf	artifacts/fixed_atom_screen/x0434_blind/x0434_fixed_anchor_EVALUATOR_V2.json	C4 C5 C6 N C1 C2 C3
59	x0434_x2193	x0434	x2193	5505	200.0	10	exp06_x0434_x2193_seed_5505_lambda_200.0	artifacts/phase0_exp06_full_lambda_grid/x0434_x2193/seed_5505/lambda_200.0/exp06_x0434_x2193_seed_5505_lambda_200.0_n10.sdf	data/mpro/prepared/silvr_xchem_hits/x0434__5R83_Mpro-x0434_AAR-POS-d2a4d1df-11/5R83_Mpro-x0434_AAR-POS-d2a4d1df-11_complex.pdb	data/mpro/prepared/silvr_xchem_hits/x2193__5RHD_Mpro-x2193_AAR-POS-5507155c-1/5RHD_Mpro-x2193_AAR-POS-5507155c-1_ligand.sdf	artifacts/fixed_atom_screen/x0434_blind/x0434_fixed_anchor_EVALUATOR_V2.json	C4 C5 C6 N C1 C2 C3
